,ab_id,px,pz,code,pitch_type,b_count,s_count,zones,swing,result
9476,2015045793,-0.257,2.35,C,FF,0.0,0.0,4,0,Ball
9477,2015045793,-0.659,2.2430000000000003,X,CU,0.0,1.0,3,1,Out
9510,2015045807,0.118,3.0,F,SL,0.0,0.0,1,1,Foul
9511,2015045807,-0.046,1.416,S,SL,0.0,1.0,15,1,Strike
9512,2015045807,1.722,1.931,B,FF,0.0,2.0,13,0,Ball
9513,2015045807,0.6970000000000001,2.222,F,CU,1.0,2.0,8,1,Foul
9514,2015045807,-0.319,1.626,S,SL,1.0,2.0,6,1,Strike
9561,2015045829,-0.152,2.148,X,FF,0.0,0.0,7,1,Out
20893,2015099404,0.8,1.44,T,FC,0.0,0.0,15,1,Strike
20894,2015099404,1.16,1.8,F,FC,0.0,1.0,13,1,Foul
20895,2015099404,1.53,3.5,B,FC,0.0,2.0,13,0,Ball
20896,2015099404,-0.24,2.96,X,FC,1.0,2.0,1,1,Out
20912,2015099420,-1.41,2.16,B,FF,0.0,0.0,12,0,Ball
20913,2015099420,0.64,3.6,E,FF,1.0,0.0,2,1,Hit
20922,2015099434,1.26,2.24,B,FC,0.0,0.0,13,0,Ball
20923,2015099434,0.46,3.02,X,FC,1.0,0.0,2,1,Out
21792,2015102924,1.144,3.143,F,CH,0.0,0.0,13,1,Foul
21793,2015102924,2.65,4.011,B,CH,0.0,1.0,11,0,Ball
21794,2015102924,0.792,2.17,X,CH,1.0,1.0,8,1,Out
21818,2015102945,0.418,1.202,B,FT,0.0,0.0,15,0,Ball
21819,2015102945,0.959,2.067,F,FT,1.0,0.0,13,1,Foul
21820,2015102945,0.087,2.256,X,CH,1.0,1.0,4,1,Out
23906,2015114811,0.7909999999999999,1.018,B,FF,0.0,0.0,15,0,Ball
23907,2015114811,-0.631,3.42,F,FF,1.0,0.0,0,1,Foul
23908,2015114811,0.789,1.876,S,SL,1.0,1.0,8,1,Strike
23909,2015114811,0.6779999999999999,2.481,F,FF,1.0,2.0,5,1,Foul
23910,2015114811,-2.294,2.174,B,CH,1.0,2.0,12,0,Ball
23911,2015114811,0.828,2.56,F,SL,2.0,2.0,5,1,Foul
23912,2015114811,0.5710000000000001,2.202,X,FF,2.0,2.0,8,1,Out
23926,2015114832,0.017,2.887,F,FF,0.0,0.0,4,1,Foul
23927,2015114832,-0.72,0.984,S,CH,0.0,1.0,15,1,Strike
23928,2015114832,2.47,0.036000000000000004,*B,SL,0.0,2.0,16,0,Ball
23929,2015114832,1.173,1.053,S,SL,1.0,2.0,16,1,Strike
23943,2015114853,1.182,2.017,B,SL,0.0,0.0,13,0,Ball
23944,2015114853,0.541,3.689,B,FF,1.0,0.0,10,0,Ball
23945,2015114853,0.8240000000000001,1.244,S,SL,2.0,0.0,15,1,Strike
23946,2015114853,-1.166,3.044,B,FF,2.0,1.0,12,0,Ball
23947,2015114853,0.4320000000000001,2.496,F,FF,3.0,1.0,5,1,Foul
23948,2015114853,-0.108,3.14,F,FF,3.0,2.0,1,1,Foul
23949,2015114853,-0.011,1.704,D,SL,3.0,2.0,7,1,Hit
33594,2015161935,0.66,3.15,S,FF,0.0,0.0,2,1,Strike
33595,2015161935,-0.11,3.16,F,FF,0.0,1.0,1,1,Foul
33596,2015161935,1.27,0.68,B,SL,0.0,2.0,16,0,Ball
33597,2015161935,0.23,0.33,B,SL,1.0,2.0,15,0,Ball
33598,2015161935,1.04,2.93,B,FF,2.0,2.0,13,0,Ball
33599,2015161935,-0.59,2.67,X,FF,3.0,2.0,3,1,Out
34660,2015166589,0.149,2.885,F,SL,0.0,0.0,4,1,Foul
34661,2015166589,-0.34700000000000003,2.608,F,FF,0.0,1.0,3,1,Foul
34662,2015166589,0.14300000000000002,2.826,F,FF,0.0,2.0,4,1,Foul
34663,2015166589,0.908,4.123,B,FF,0.0,2.0,11,0,Ball
34664,2015166589,0.669,2.9810000000000003,C,FF,1.0,2.0,2,0,Ball
64811,2016126265,0.952,1.711,C,SL,0.0,0.0,13,0,Ball
64812,2016126265,1.4580000000000002,1.056,B,SL,0.0,1.0,16,0,Ball
64813,2016126265,0.5489999999999999,2.776,C,CH,1.0,1.0,5,0,Ball
64814,2016126265,-0.014,3.666,F,FF,1.0,2.0,1,1,Foul
64815,2016126265,-0.32,2.472,X,CH,1.0,2.0,3,1,Out
64834,2016126281,0.345,3.366,C,CH,0.0,0.0,2,0,Ball
64835,2016126281,0.5720000000000001,2.022,F,SL,0.0,1.0,8,1,Foul
64836,2016126281,0.391,0.5,*B,CH,0.0,2.0,15,0,Ball
64837,2016126281,0.5720000000000001,2.964,F,CH,1.0,2.0,2,1,Foul
64838,2016126281,0.408,2.124,X,CH,1.0,2.0,8,1,Out
64849,2016126301,0.787,1.661,C,CH,0.0,0.0,8,0,Ball
64850,2016126301,0.901,2.262,C,CH,0.0,1.0,13,0,Ball
64851,2016126301,1.082,-0.259,*B,CH,0.0,2.0,16,0,Ball
64852,2016126301,0.092,2.847,X,CH,1.0,2.0,4,1,Out
65848,2016132127,0.202,1.75,D,FT,0.0,0.0,7,1,Hit
65877,2016132144,0.489,1.905,C,CH,0.0,0.0,8,0,Ball
65878,2016132144,-0.924,3.4210000000000003,F,FC,0.0,1.0,12,1,Foul
65879,2016132144,-1.477,3.025,D,FC,0.0,2.0,12,1,Hit
65904,2016132159,-1.039,2.9560000000000004,F,FF,0.0,0.0,12,1,Foul
65905,2016132159,-0.8440000000000001,1.622,D,FF,0.0,1.0,12,1,Hit
65929,2016132171,0.253,2.611,E,FT,0.0,0.0,4,1,Hit
70837,2016158367,-0.763,1.808,F,CU,0.0,0.0,6,1,Foul
70838,2016158367,-0.166,1.464,X,FT,0.0,1.0,15,1,Out
70876,2016158390,0.5329999999999999,2.19,F,FT,0.0,0.0,8,1,Foul
70877,2016158390,-1.4,1.351,B,FF,0.0,1.0,14,0,Ball
70878,2016158390,0.5710000000000001,2.516,C,FT,1.0,1.0,5,0,Ball
70879,2016158390,-0.528,2.7910000000000004,F,FT,1.0,2.0,3,1,Foul
70880,2016158390,-1.388,-0.395,B,CU,1.0,2.0,14,0,Ball
70881,2016158390,0.255,0.145,W,CU,2.0,2.0,15,1,Strike
70919,2016158407,0.387,1.596,C,CU,0.0,0.0,8,0,Ball
70920,2016158407,1.084,1.968,B,CH,0.0,1.0,13,0,Ball
70921,2016158407,0.334,2.692,F,FT,1.0,1.0,5,1,Foul
70922,2016158407,-1.452,0.21,*B,CU,1.0,2.0,14,0,Ball
70923,2016158407,-1.725,2.2430000000000003,B,FT,2.0,2.0,12,0,Ball
70924,2016158407,-0.29100000000000004,2.261,D,FF,3.0,2.0,3,1,Hit
5548,2015026533,-1.244,3.003,B,FT,0.0,0.0,12,0,Ball
5549,2015026533,0.108,2.369,F,CH,1.0,0.0,4,1,Foul
5550,2015026533,0.465,2.182,T,FF,1.0,1.0,8,1,Strike
5551,2015026533,-1.347,1.045,S,CU,1.0,2.0,14,1,Strike
5567,2015026550,0.613,1.925,C,FF,0.0,0.0,8,0,Ball
5568,2015026550,-0.368,2.411,D,CU,0.0,1.0,3,1,Hit
5588,2015026567,0.224,2.346,F,FF,0.0,0.0,4,1,Foul
5589,2015026567,-0.619,2.405,F,FF,0.0,1.0,3,1,Foul
5590,2015026567,-0.805,0.7829999999999999,W,CU,0.0,2.0,15,1,Strike
7031,2015033620,-0.987,2.7310000000000003,T,FF,0.0,0.0,12,1,Strike
7032,2015033620,0.416,1.882,C,SL,0.0,1.0,8,0,Ball
7033,2015033620,-1.251,2.747,X,FF,0.0,2.0,12,1,Out
7068,2015033636,1.0759999999999998,3.392,B,SL,0.0,0.0,13,0,Ball
7069,2015033636,0.655,3.765,B,SL,1.0,0.0,10,0,Ball
7070,2015033636,-0.55,1.469,F,SL,2.0,0.0,15,1,Foul
7071,2015033636,-0.6759999999999999,2.769,E,FF,2.0,1.0,3,1,Hit
12186,2015059208,-0.038,1.508,C,FF,0.0,0.0,15,0,Ball
12187,2015059208,-1.4980000000000002,2.102,B,FF,0.0,1.0,12,0,Ball
12188,2015059208,0.848,1.495,B,SI,1.0,1.0,16,0,Ball
12189,2015059208,-0.145,1.143,S,SI,2.0,1.0,15,1,Strike
12190,2015059208,0.6459999999999999,2.227,C,FF,2.0,2.0,8,0,Ball
12216,2015059221,0.624,2.067,C,FF,0.0,0.0,8,0,Ball
12217,2015059221,1.271,1.935,X,CH,0.0,1.0,13,1,Out
12244,2015059239,-0.897,1.871,S,CU,0.0,0.0,12,1,Strike
12245,2015059239,-0.701,2.274,F,CU,0.0,1.0,3,1,Foul
12246,2015059239,-0.544,2.1180000000000003,E,CU,0.0,2.0,6,1,Hit
17326,2015084243,-0.295,1.2919999999999998,B,FF,0.0,0.0,15,0,Ball
17327,2015084243,1.154,1.638,B,FF,1.0,0.0,13,0,Ball
17328,2015084243,-0.391,1.805,X,FF,2.0,0.0,6,1,Out
17344,2015084264,0.79,1.946,C,FF,0.0,0.0,8,0,Ball
17345,2015084264,0.023,3.577,F,FF,0.0,1.0,1,1,Foul
17346,2015084264,0.627,1.602,C,FF,0.0,2.0,8,0,Ball
17365,2015084280,1.449,1.324,B,FF,0.0,0.0,16,0,Ball
17366,2015084280,-1.022,0.7070000000000001,W,SL,1.0,0.0,14,1,Strike
17367,2015084280,1.215,0.862,W,CU,1.0,1.0,16,1,Strike
17368,2015084280,1.154,1.376,B,FF,1.0,2.0,16,0,Ball
17369,2015084280,1.579,1.923,B,FF,2.0,2.0,13,0,Ball
17370,2015084280,-0.563,1.742,F,SL,3.0,2.0,6,1,Foul
17371,2015084280,0.34700000000000003,2.514,F,FF,3.0,2.0,5,1,Foul
17372,2015084280,-0.434,2.318,S,SL,3.0,2.0,3,1,Strike
17708,2015085361,1.061,2.734,C,FF,0.0,0.0,13,0,Ball
17709,2015085361,0.949,2.147,X,SL,0.0,1.0,13,1,Out
5693,2015027243,0.305,3.217,D,SL,0.0,0.0,2,1,Hit
5704,2015027255,0.373,2.969,C,FC,0.0,0.0,2,0,Ball
5705,2015027255,-1.172,2.092,D,FT,0.0,1.0,12,1,Hit
5718,2015027276,-1.045,2.884,S,FF,0.0,0.0,12,1,Strike
5719,2015027276,-1.636,2.753,X,FT,0.0,1.0,12,1,Out
10458,2015050940,-0.597,1.064,B,FF,0.0,0.0,15,0,Ball
10459,2015050940,0.122,3.408,S,FF,1.0,0.0,1,1,Strike
10460,2015050940,-0.338,2.682,C,CU,1.0,1.0,3,0,Ball
10461,2015050940,-0.054000000000000006,2.69,F,FF,1.0,2.0,4,1,Foul
10462,2015050940,0.496,5.223,B,CU,1.0,2.0,10,0,Ball
10463,2015050940,-0.477,2.718,X,FF,2.0,2.0,3,1,Out
10481,2015050962,0.199,2.907,F,FF,0.0,0.0,4,1,Foul
10482,2015050962,0.544,3.847,B,CU,0.0,1.0,10,0,Ball
10483,2015050962,0.16399999999999998,1.65,W,CU,1.0,1.0,7,1,Strike
10484,2015050962,0.328,3.3360000000000003,S,FF,1.0,2.0,2,1,Strike
11548,2015055979,-1.052,1.467,B,FT,0.0,0.0,14,0,Ball
11549,2015055979,-0.5920000000000001,2.303,X,FT,1.0,0.0,3,1,Out
11574,2015055996,-0.623,2.758,F,FT,0.0,0.0,3,1,Foul
11575,2015055996,-0.312,1.436,F,CU,0.0,1.0,15,1,Foul
11576,2015055996,-0.684,3.472,F,FF,0.0,2.0,0,1,Foul
11577,2015055996,-0.19,0.7829999999999999,F,CU,0.0,2.0,15,1,Foul
11578,2015055996,-1.432,0.8370000000000001,*B,SL,0.0,2.0,14,0,Ball
11579,2015055996,-0.378,0.645,W,CU,1.0,2.0,15,1,Strike
30395,2015144541,-0.785,2.367,C,SI,0.0,0.0,3,0,Ball
30396,2015144541,-0.988,1.76,S,FS,0.0,1.0,12,1,Strike
30397,2015144541,-0.313,1.969,X,FS,0.0,2.0,6,1,Out
30419,2015144568,-0.138,2.1180000000000003,F,CU,0.0,0.0,7,1,Foul
30420,2015144568,0.762,2.735,B,FS,0.0,1.0,5,0,Ball
30421,2015144568,0.153,1.705,B,SI,1.0,1.0,7,0,Ball
30422,2015144568,0.537,2.292,F,SL,2.0,1.0,5,1,Foul
30423,2015144568,0.727,1.644,F,FS,2.0,2.0,8,1,Foul
30424,2015144568,0.077,1.837,S,SL,2.0,2.0,7,1,Strike
30441,2015144587,0.951,1.978,B,FF,0.0,0.0,13,0,Ball
30442,2015144587,-0.7659999999999999,2.192,C,SI,1.0,0.0,6,0,Ball
30443,2015144587,-0.637,1.626,X,SI,1.0,1.0,6,1,Out
34139,2015165224,-0.32,2.56,D,FC,0.0,0.0,3,1,Hit
34157,2015165251,2.1,2.77,B,CH,0.0,0.0,13,0,Ball
34158,2015165251,1.6,1.9,B,CH,1.0,0.0,13,0,Ball
34159,2015165251,0.97,2.12,F,FT,2.0,0.0,13,1,Foul
34160,2015165251,0.37,3.07,S,FF,2.0,1.0,2,1,Strike
34161,2015165251,1.34,3.42,B,FF,2.0,2.0,13,0,Ball
34162,2015165251,-0.37,2.41,F,FF,3.0,2.0,3,1,Foul
34163,2015165251,1.49,3.29,B,FC,3.0,2.0,13,0,Ball
34186,2015165267,0.35,2.19,F,CH,0.0,0.0,8,1,Foul
34187,2015165267,0.7,1.45,S,KC,0.0,1.0,15,1,Strike
34188,2015165267,1.02,1.43,D,FT,0.0,2.0,16,1,Hit
37188,2015180704,0.547,4.017,B,FF,0.0,0.0,10,0,Ball
37189,2015180704,1.117,2.043,X,CU,1.0,0.0,13,1,Out
37204,2015180724,1.528,1.876,B,FF,0.0,0.0,13,0,Ball
37205,2015180724,1.114,2.826,B,FF,1.0,0.0,13,0,Ball
37206,2015180724,0.036000000000000004,3.052,F,FF,2.0,0.0,1,1,Foul
37207,2015180724,1.4409999999999998,2.7030000000000003,B,FF,2.0,1.0,13,0,Ball
37208,2015180724,0.152,3.55,S,FF,3.0,1.0,1,1,Strike
37209,2015180724,-0.245,2.552,F,FF,3.0,2.0,4,1,Foul
37210,2015180724,-0.716,3.05,F,FF,3.0,2.0,0,1,Foul
37211,2015180724,0.183,2.7510000000000003,F,FF,3.0,2.0,4,1,Foul
37212,2015180724,0.282,2.451,F,FF,3.0,2.0,5,1,Foul
37213,2015180724,-0.695,2.335,F,FF,3.0,2.0,3,1,Foul
37214,2015180724,-0.017,2.724,S,FF,3.0,2.0,4,1,Strike
41915,2016017028,0.14,3.15,C,FF,0.0,0.0,1,0,Ball
41916,2016017028,-0.05,2.25,F,FF,0.0,1.0,4,1,Foul
41917,2016017028,1.85,2.35,B,FF,0.0,2.0,13,0,Ball
41918,2016017028,1.16,0.38,B,KC,1.0,2.0,16,0,Ball
41919,2016017028,1.1,1.45,B,FF,2.0,2.0,16,0,Ball
41920,2016017028,-0.91,2.47,X,FF,3.0,2.0,12,1,Out
41942,2016017047,-0.58,1.59,F,KC,0.0,0.0,6,1,Foul
41943,2016017047,-0.45,1.76,F,SL,0.0,1.0,6,1,Foul
41944,2016017047,1.93,3.58,B,FF,0.0,2.0,13,0,Ball
41945,2016017047,0.49,2.7,C,CH,1.0,2.0,5,0,Ball
44176,2016027754,-1.189,3.525,X,FF,0.0,0.0,12,1,Out
48111,2016044141,-0.5329999999999999,2.366,X,SL,0.0,0.0,3,1,Out
48519,2016045374,1.362,2.006,B,FF,0.0,0.0,13,0,Ball
48520,2016045374,0.466,2.62,D,FC,1.0,0.0,5,1,Hit
60420,2016102610,0.825,2.8360000000000003,C,FT,0.0,0.0,5,0,Ball
60421,2016102610,1.062,2.2230000000000003,C,SL,0.0,1.0,13,0,Ball
60422,2016102610,0.08800000000000001,4.144,B,FF,0.0,2.0,10,0,Ball
60423,2016102610,0.698,2.763,S,FF,1.0,2.0,5,1,Strike
60457,2016102627,-0.348,1.002,B,SL,0.0,0.0,15,0,Ball
60458,2016102627,-0.24,1.825,C,FF,1.0,0.0,7,0,Ball
60459,2016102627,-0.159,3.278,T,FF,1.0,1.0,1,1,Strike
60460,2016102627,0.901,3.3110000000000004,S,FF,1.0,2.0,13,1,Strike
60476,2016102646,-0.5579999999999999,2.129,T,FF,0.0,0.0,6,1,Strike
60477,2016102646,0.242,2.46,S,FF,0.0,1.0,4,1,Strike
60478,2016102646,0.08900000000000001,2.603,D,FT,0.0,2.0,4,1,Hit
60792,2016104871,-0.38,2.88,C,FT,0.0,0.0,3,0,Ball
60793,2016104871,0.71,2.36,X,SL,0.0,1.0,5,1,Out
60806,2016104887,1.56,1.36,B,FF,0.0,0.0,16,0,Ball
60807,2016104887,-0.34,2.12,E,CH,1.0,0.0,6,1,Hit
60827,2016104902,-0.63,2.84,F,FF,0.0,0.0,3,1,Foul
60828,2016104902,-1.0,2.68,D,FT,0.0,1.0,12,1,Hit
61833,2016110735,0.422,1.852,F,FF,0.0,0.0,8,1,Foul
61834,2016110735,0.565,2.068,F,SL,0.0,1.0,8,1,Foul
61835,2016110735,-0.071,0.868,X,SL,0.0,2.0,15,1,Out
61858,2016110757,0.379,3.294,C,FF,0.0,0.0,2,0,Ball
61859,2016110757,0.259,3.234,S,FF,0.0,1.0,1,1,Strike
61860,2016110757,0.629,0.728,S,SL,0.0,2.0,15,1,Strike
61881,2016110776,0.495,3.193,S,FF,0.0,0.0,2,1,Strike
61882,2016110776,0.988,1.97,S,SL,0.0,1.0,13,1,Strike
61883,2016110776,0.856,0.624,W,SL,0.0,2.0,16,1,Strike
65988,2016132448,0.102,4.7360000000000015,B,FF,0.0,0.0,10,0,Ball
65989,2016132448,-0.434,2.372,F,FT,1.0,0.0,3,1,Foul
65990,2016132448,-1.6369999999999998,3.076,B,FT,1.0,1.0,12,0,Ball
65991,2016132448,-0.928,2.49,X,FT,2.0,1.0,12,1,Out
66002,2016132468,-0.7979999999999999,3.178,X,FT,0.0,0.0,0,1,Out
67009,2016137871,-0.89,3.489,F,FF,0.0,0.0,12,1,Foul
67010,2016137871,-0.8490000000000001,2.5540000000000003,E,FF,0.0,1.0,12,1,Hit
67025,2016137888,1.181,1.558,S,SL,0.0,0.0,13,1,Strike
67026,2016137888,0.535,1.213,B,SL,0.0,1.0,15,0,Ball
67027,2016137888,-1.293,3.366,B,FT,1.0,1.0,12,0,Ball
67028,2016137888,1.286,2.3680000000000003,B,SL,2.0,1.0,13,0,Ball
67029,2016137888,-1.354,3.065,B,FT,3.0,1.0,12,0,Ball
67040,2016137912,1.034,1.789,D,SL,0.0,0.0,13,1,Hit
67910,2016141463,-1.054,2.766,X,FF,0.0,0.0,12,1,Out
67939,2016141488,0.08,3.044,S,FF,0.0,0.0,1,1,Strike
67940,2016141488,2.287,2.415,B,CH,0.0,1.0,13,0,Ball
67941,2016141488,-0.8290000000000001,1.555,S,CU,1.0,1.0,6,1,Strike
67942,2016141488,1.0,4.088,B,FF,1.0,2.0,11,0,Ball
67943,2016141488,-0.515,3.864,F,FF,2.0,2.0,10,1,Foul
67944,2016141488,0.887,2.96,C,FF,2.0,2.0,13,0,Ball
67965,2016141507,0.207,2.539,D,FF,0.0,0.0,4,1,Hit
67971,2016142204,-0.378,4.362,B,FF,0.0,0.0,10,0,Ball
67972,2016142204,0.194,2.357,C,SL,1.0,0.0,4,0,Ball
67973,2016142204,-0.725,1.835,X,SI,1.0,1.0,6,1,Out
67981,2016142229,0.36,0.409,*B,CU,0.0,0.0,15,0,Ball
67982,2016142229,-0.879,1.4169999999999998,X,FF,1.0,0.0,14,1,Out
67993,2016142251,-0.888,2.5860000000000003,D,FF,0.0,0.0,12,1,Hit
75799,2017000864,-0.7419650996680001,2.6349939406,F,FF,0.0,0.0,3,1,Foul
75800,2017000864,0.843300485284,2.39408208253,S,CH,0.0,1.0,13,1,Strike
75801,2017000864,0.815487581461,2.21157573727,C,FF,0.0,2.0,8,0,Ball
6158,2015030084,0.898,3.841,B,FF,0.0,0.0,11,0,Ball
6159,2015030084,0.35100000000000003,3.342,F,FF,1.0,0.0,2,1,Foul
6160,2015030084,1.819,3.4760000000000004,B,SL,1.0,1.0,13,0,Ball
6161,2015030084,0.297,2.8310000000000004,D,SL,2.0,1.0,5,1,Hit
6172,2015030104,1.195,1.318,B,SL,0.0,0.0,16,0,Ball
6173,2015030104,0.52,2.471,D,FF,1.0,0.0,5,1,Hit
6182,2015030122,0.445,2.508,C,FT,0.0,0.0,5,0,Ball
6183,2015030122,-0.598,2.102,X,FT,0.0,1.0,6,1,Out
10355,2015050189,0.8959999999999999,0.807,B,FF,0.0,0.0,16,0,Ball
10356,2015050189,0.984,3.384,B,FT,1.0,0.0,13,0,Ball
10357,2015050189,1.45,2.99,B,FT,2.0,0.0,13,0,Ball
10358,2015050189,-0.215,2.137,C,FT,3.0,0.0,7,0,Ball
10359,2015050189,-0.168,1.4880000000000002,B,FT,3.0,1.0,15,0,Ball
10383,2015050207,0.027000000000000003,2.591,D,FT,0.0,0.0,4,1,Hit
10410,2015050230,-0.435,1.072,B,SL,0.0,0.0,15,0,Ball
10411,2015050230,0.664,1.395,B,FT,1.0,0.0,15,0,Ball
10412,2015050230,0.453,2.003,X,FT,2.0,0.0,8,1,Out
10443,2015050245,0.303,2.947,X,FT,0.0,0.0,5,1,Out
10979,2015053224,-0.13699999999999998,1.594,C,FT,0.0,0.0,7,0,Ball
10980,2015053224,0.914,2.889,B,SL,0.0,1.0,13,0,Ball
10981,2015053224,-1.125,2.813,F,FT,1.0,1.0,12,1,Foul
10982,2015053224,-0.228,1.953,F,SL,1.0,2.0,7,1,Foul
10983,2015053224,1.59,2.237,F,CH,1.0,2.0,13,1,Foul
10984,2015053224,-0.667,2.625,F,FT,1.0,2.0,3,1,Foul
10985,2015053224,0.025,3.209,T,FT,1.0,2.0,1,1,Strike
11009,2015053241,0.547,3.608,B,FT,0.0,0.0,2,0,Ball
11010,2015053241,0.004,1.972,S,CH,1.0,0.0,7,1,Strike
11011,2015053241,0.03,2.571,X,FT,1.0,1.0,4,1,Out
11043,2015053263,0.081,2.864,C,SL,0.0,0.0,4,0,Ball
11044,2015053263,-0.952,3.137,F,CH,0.0,1.0,12,1,Foul
11045,2015053263,0.536,2.209,C,SL,0.0,2.0,8,0,Ball
12398,2015060179,0.965,1.634,B,FF,0.0,0.0,13,0,Ball
12399,2015060179,0.014,1.332,B,FT,1.0,0.0,15,0,Ball
12400,2015060179,-0.13,2.912,C,FT,2.0,0.0,4,0,Ball
12401,2015060179,0.711,3.029,S,FT,2.0,1.0,2,1,Strike
12402,2015060179,1.097,1.5490000000000002,B,FT,2.0,2.0,13,0,Ball
12403,2015060179,0.24,2.1180000000000003,D,FT,3.0,2.0,7,1,Hit
12426,2015060194,0.309,2.692,L,FT,0.0,0.0,5,1,Strike
12427,2015060194,0.943,2.496,F,CH,0.0,1.0,13,1,Foul
12428,2015060194,1.725,1.818,B,FT,0.0,2.0,13,0,Ball
12429,2015060194,-0.134,1.775,X,SL,1.0,2.0,7,1,Out
12448,2015060212,0.7290000000000001,0.831,*B,CH,0.0,0.0,15,0,Ball
12449,2015060212,-0.48,1.214,B,CH,1.0,0.0,15,0,Ball
12450,2015060212,0.539,2.18,X,FT,2.0,0.0,8,1,Out
17261,2015083017,0.6,3.56,B,SI,0.0,0.0,2,0,Ball
17262,2015083017,-1.216,3.55,X,SI,1.0,0.0,12,1,Out
17270,2015083034,0.181,2.35,C,SL,0.0,0.0,4,0,Ball
17271,2015083034,1.33,1.82,S,SL,0.0,1.0,13,1,Strike
17272,2015083034,1.7619999999999998,2.089,B,SL,0.0,2.0,13,0,Ball
17273,2015083034,1.106,1.473,S,SL,1.0,2.0,16,1,Strike
17284,2015083054,-0.193,3.563,D,SI,0.0,0.0,1,1,Hit
17291,2015083070,-0.966,3.237,C,SI,0.0,0.0,12,0,Ball
17292,2015083070,-1.15,2.667,B,SL,0.0,1.0,12,0,Ball
17293,2015083070,-0.477,2.184,F,CU,1.0,1.0,6,1,Foul
17294,2015083070,-0.44,2.839,X,CU,1.0,2.0,3,1,Out
17526,2015085022,-0.693,2.55,C,FF,0.0,0.0,3,0,Ball
17527,2015085022,-0.307,3.094,X,FC,0.0,1.0,0,1,Out
17540,2015085038,0.369,0.317,B,FC,0.0,0.0,15,0,Ball
17541,2015085038,-1.338,3.949,F,FF,1.0,0.0,9,1,Foul
17542,2015085038,-1.147,4.0680000000000005,F,FF,1.0,1.0,9,1,Foul
17543,2015085038,1.315,0.568,*B,CU,1.0,2.0,16,0,Ball
17544,2015085038,0.956,2.962,F,FF,2.0,2.0,13,1,Foul
17545,2015085038,1.47,0.523,*B,FC,2.0,2.0,16,0,Ball
17546,2015085038,0.197,1.958,F,FT,3.0,2.0,7,1,Foul
17547,2015085038,-0.268,2.268,F,SL,3.0,2.0,4,1,Foul
17548,2015085038,0.737,2.907,X,FF,3.0,2.0,5,1,Out
17564,2015085059,1.01,1.7,B,CU,0.0,0.0,13,0,Ball
17565,2015085059,0.05,3.014,F,FF,1.0,0.0,1,1,Foul
17566,2015085059,0.516,1.26,S,CH,1.0,1.0,15,1,Strike
17567,2015085059,0.231,2.166,F,CU,1.0,2.0,7,1,Foul
17568,2015085059,-0.435,2.589,E,CH,1.0,2.0,3,1,Hit
20945,2015100123,0.936,3.302,B,FF,0.0,0.0,13,0,Ball
20946,2015100123,1.187,1.895,B,FF,1.0,0.0,13,0,Ball
20947,2015100123,0.065,1.814,B,FF,2.0,0.0,7,0,Ball
20948,2015100123,0.361,2.962,C,FF,3.0,0.0,2,0,Ball
20949,2015100123,0.642,3.179,T,FF,3.0,1.0,2,1,Strike
20950,2015100123,0.962,2.35,S,SL,3.0,2.0,13,1,Strike
20964,2015100138,0.121,2.2030000000000003,C,SL,0.0,0.0,7,0,Ball
20965,2015100138,1.414,1.4269999999999998,B,SL,0.0,1.0,16,0,Ball
20966,2015100138,0.198,2.207,C,FF,1.0,1.0,7,0,Ball
20967,2015100138,-0.748,3.892,B,FF,1.0,2.0,10,0,Ball
20968,2015100138,-0.44,2.885,X,FF,2.0,2.0,3,1,Out
20980,2015100161,-0.015,2.685,F,FF,0.0,0.0,4,1,Foul
20981,2015100161,1.48,1.185,B,CH,0.0,1.0,16,0,Ball
20982,2015100161,-0.467,2.186,X,FF,1.0,1.0,6,1,Out
20995,2015100180,-0.682,3.067,F,FF,0.0,0.0,0,1,Foul
20996,2015100180,0.622,1.4280000000000002,B,SL,0.0,1.0,15,0,Ball
20997,2015100180,-0.392,3.03,F,FF,1.0,1.0,0,1,Foul
20998,2015100180,-0.163,1.474,X,SL,1.0,2.0,15,1,Out
21139,2015101360,0.285,3.059,C,FF,0.0,0.0,2,0,Ball
21140,2015101360,1.739,1.939,B,FF,0.0,1.0,13,0,Ball
21141,2015101360,0.258,0.945,B,FC,1.0,1.0,15,0,Ball
21142,2015101360,0.777,2.085,F,FT,2.0,1.0,8,1,Foul
21143,2015101360,-1.003,2.658,B,FT,2.0,2.0,12,0,Ball
21144,2015101360,-0.066,2.7460000000000004,F,CH,3.0,2.0,4,1,Foul
21145,2015101360,1.53,3.358,B,FC,3.0,2.0,13,0,Ball
21182,2015101377,1.044,2.99,B,KC,0.0,0.0,13,0,Ball
21183,2015101377,0.863,2.897,F,CH,1.0,0.0,13,1,Foul
21184,2015101377,-0.512,2.576,E,KC,1.0,1.0,3,1,Hit
21214,2015101392,1.527,2.877,B,FC,0.0,0.0,13,0,Ball
21215,2015101392,0.87,3.486,F,FF,1.0,0.0,13,1,Foul
21216,2015101392,-0.026,2.793,X,FT,1.0,1.0,4,1,Out
21241,2015101407,0.8220000000000001,2.485,X,FT,0.0,0.0,5,1,Out
21517,2015102513,-0.234,3.428,F,FF,0.0,0.0,1,1,Foul
21518,2015102513,-1.735,2.1590000000000003,B,FF,0.0,1.0,12,0,Ball
21519,2015102513,-0.81,2.8960000000000004,F,FF,1.0,1.0,3,1,Foul
